Date,High,Low,Open,Close,Volume,Adj Close
1986-08-13,0.21875,0.2109380066394806,0.0,0.2109380066394806,18899200.0,0.19805718958377838
1986-08-14,0.2304690033197403,0.2226559966802597,0.0,0.2226559966802597,4160000.0,0.20905958116054535
1986-08-15,0.2226559966802597,0.21875,0.0,0.21875,4332800.0,0.20539210736751556
1986-08-18,0.21875,0.2109380066394806,0.0,0.2109380066394806,2828800.0,0.19805718958377838
1986-08-19,0.21875,0.2148440033197403,0.0,0.2148440033197403,2060800.0,0.201724573969841
1986-08-20,0.2265630066394806,0.2148440033197403,0.0,0.2148440033197403,684800.0,0.201724573969841
1986-08-21,0.234375,0.2226559966802597,0.0,0.2226559966802597,883200.0,0.20905958116054535
1986-08-22,0.2304690033197403,0.2226559966802597,0.0,0.2226559966802597,1734400.0,0.20905958116054535
1986-08-25,0.2226559966802597,0.2148440033197403,0.0,0.2148440033197403,627200.0,0.201724573969841
1986-08-26,0.2226559966802597,0.2148440033197403,0.0,0.2148440033197403,793600.0,0.201724573969841
1986-08-27,0.21875,0.2148440033197403,0.0,0.2148440033197403,2540800.0,0.201724573969841
1986-08-28,0.21875,0.2070309966802597,0.0,0.2070309966802597,1555200.0,0.1943887323141098
1986-08-29,0.21875,0.2070309966802597,0.0,0.2070309966802597,1548800.0,0.1943887323141098
1986-09-02,0.2304690033197403,0.2226559966802597,0.0,0.2226559966802597,1068800.0,0.20905958116054535
1986-09-03,0.234375,0.2226559966802597,0.0,0.2226559966802597,403200.0,0.20905958116054535
1986-09-04,0.2578130066394806,0.25,0.0,0.25,1804800.0,0.23473384976387024
1986-09-05,0.2578130066394806,0.2460940033197403,0.0,0.2460940033197403,2137600.0,0.23106630146503448
1986-09-08,0.2539060115814209,0.2421880066394806,0.0,0.2421880066394806,492800.0,0.22739887237548828
1986-09-09,0.2617189884185791,0.25,0.0,0.25,499200.0,0.23473384976387024
1986-09-10,0.2734380066394806,0.2617189884185791,0.0,0.2617189884185791,934400.0,0.24573712050914764
1986-09-11,0.2421880066394806,0.2304690033197403,0.0,0.2304690033197403,1798400.0,0.21639548242092133
1986-09-12,0.2421880066394806,0.234375,0.0,0.234375,1286400.0,0.2200629711151123
1986-09-15,0.2695310115814209,0.2578130066394806,0.0,0.2578130066394806,998400.0,0.24206969141960144
1986-09-16,0.28125,0.2695310115814209,0.0,0.2695310115814209,1254400.0,0.25307223200798035
1986-09-17,0.296875,0.2890630066394806,0.0,0.2890630066394806,1356800.0,0.2714114189147949
1986-09-18,0.3007810115814209,0.2890630066394806,0.0,0.2890630066394806,352000.0,0.2714114189147949
1986-09-19,0.3007810115814209,0.2890630066394806,0.0,0.2890630066394806,1024000.0,0.2714114189147949
1986-09-22,0.2890630066394806,0.2773439884185791,0.0,0.2773439884185791,780800.0,0.2604078948497772
1986-09-23,0.28125,0.2695310115814209,0.0,0.2695310115814209,1798400.0,0.25307223200798035
1986-09-24,0.2851560115814209,0.2734380066394806,0.0,0.2734380066394806,1312000.0,0.25674059987068176
1986-09-25,0.28125,0.265625,0.0,0.265625,1657600.0,0.2494046688079834
1986-09-26,0.2773439884185791,0.265625,0.0,0.265625,768000.0,0.2494046688079834
1986-09-29,0.2773439884185791,0.2695310115814209,0.0,0.2695310115814209,473600.0,0.25307223200798035
1986-09-30,0.2851560115814209,0.2695310115814209,0.0,0.2695310115814209,192000.0,0.25307223200798035
1986-10-01,0.2851560115814209,0.2695310115814209,0.0,0.2695310115814209,371200.0,0.25307223200798035
1986-10-02,0.2851560115814209,0.2695310115814209,0.0,0.2695310115814209,224000.0,0.25307223200798035
1986-10-03,0.28125,0.2695310115814209,0.0,0.2695310115814209,44800.0,0.25307223200798035
1986-10-06,0.2851560115814209,0.2734380066394806,0.0,0.2734380066394806,128000.0,0.25674059987068176
1986-10-07,0.2851560115814209,0.2734380066394806,0.0,0.2734380066394806,198400.0,0.25674059987068176
1986-10-08,0.2851560115814209,0.2734380066394806,0.0,0.2734380066394806,204800.0,0.25674059987068176
1986-10-09,0.2851560115814209,0.2734380066394806,0.0,0.2734380066394806,793600.0,0.25674059987068176
1986-10-10,0.2851560115814209,0.2734380066394806,0.0,0.2734380066394806,224000.0,0.25674059987068176
1986-10-13,0.2851560115814209,0.2773439884185791,0.0,0.2773439884185791,454400.0,0.2604078948497772
1986-10-14,0.2890630066394806,0.2773439884185791,0.0,0.2773439884185791,480000.0,0.2604078948497772
1986-10-15,0.2890630066394806,0.2773439884185791,0.0,0.2773439884185791,352000.0,0.2604078948497772
1986-10-16,0.2890630066394806,0.2773439884185791,0.0,0.2773439884185791,352000.0,0.2604078948497772
1986-10-17,0.2890630066394806,0.2773439884185791,0.0,0.2773439884185791,83200.0,0.2604078948497772
1986-10-20,0.2890630066394806,0.2773439884185791,0.0,0.2773439884185791,44800.0,0.2604078948497772
1986-10-21,0.2929689884185791,0.2851560115814209,0.0,0.2851560115814209,326400.0,0.2677430510520935
1986-10-22,0.296875,0.2890630066394806,0.0,0.2890630066394806,1100800.0,0.2714114189147949
1986-10-23,0.3007810115814209,0.2929689884185791,0.0,0.2929689884185791,742400.0,0.27507901191711426
1986-10-24,0.3242189884185791,0.3164060115814209,0.0,0.3164060115814209,1651200.0,0.2970846891403198
1986-10-27,0.328125,0.3203130066394806,0.0,0.3203130066394806,729600.0,0.30075332522392273
1986-10-28,0.328125,0.3203130066394806,0.0,0.3203130066394806,1804800.0,0.30075332522392273
1986-10-29,0.359375,0.3515630066394806,0.0,0.3515630066394806,11667200.0,0.3300949037075043
1986-10-30,0.375,0.3710939884185791,0.0,0.3710939884185791,2150400.0,0.34843316674232483
1986-10-31,0.3710939884185791,0.36523398756980896,0.0,0.36523398756980896,1990400.0,0.3429310619831085
1986-11-03,0.3632810115814209,0.3515630066394806,0.0,0.3515630066394806,1388800.0,0.3300949037075043
1986-11-04,0.3515630066394806,0.34375,0.0,0.34375,2003200.0,0.3227589428424835
1986-11-05,0.3515630066394806,0.3398439884185791,0.0,0.3398439884185791,1094400.0,0.3190914988517761
1986-11-06,0.3554689884185791,0.3476560115814209,0.0,0.3476560115814209,2329600.0,0.32642659544944763
1986-11-07,0.3632810115814209,0.3515630066394806,0.0,0.3515630066394806,1094400.0,0.3300949037075043
1986-11-10,0.3671880066394806,0.359375,0.0,0.359375,2528000.0,0.33742982149124146
1986-11-11,0.3632810115814209,0.359375,0.0,0.359375,876800.0,0.33742982149124146
1986-11-12,0.3671880066394806,0.359375,0.0,0.359375,441600.0,0.33742982149124146
1986-11-13,0.3632810115814209,0.3554689884185791,0.0,0.3554689884185791,550400.0,0.3337624669075012
1986-11-14,0.3671880066394806,0.359375,0.0,0.359375,448000.0,0.33742982149124146
1986-11-17,0.3632810115814209,0.3554689884185791,0.0,0.3554689884185791,684800.0,0.3337624669075012
1986-11-18,0.359375,0.3476560115814209,0.0,0.3476560115814209,1062400.0,0.32642659544944763
1986-11-19,0.3554689884185791,0.3476560115814209,0.0,0.3476560115814209,364800.0,0.32642659544944763
1986-11-20,0.3554689884185791,0.3476560115814209,0.0,0.3476560115814209,454400.0,0.32642659544944763
1986-11-21,0.3554689884185791,0.3476560115814209,0.0,0.3476560115814209,89600.0,0.32642659544944763
1986-11-24,0.3554689884185791,0.3476560115814209,0.0,0.3476560115814209,256000.0,0.32642659544944763
1986-11-25,0.3554689884185791,0.3476560115814209,0.0,0.3476560115814209,518400.0,0.32642659544944763
1986-11-26,0.375,0.36914101243019104,0.0,0.36914101243019104,1664000.0,0.34659940004348755
1986-11-28,0.390625,0.3828130066394806,0.0,0.3828130066394806,518400.0,0.35943666100502014
1986-12-01,0.390625,0.38085898756980896,0.0,0.38085898756980896,684800.0,0.35760197043418884
1986-12-02,0.3945310115814209,0.3867189884185791,0.0,0.3867189884185791,908800.0,0.36310410499572754
1986-12-03,0.390625,0.3828130066394806,0.0,0.3828130066394806,422400.0,0.35943666100502014
